epoch50     epoch61
100.21261	62.90817
42.64507	26.57889
32.44327	34.54577
25.35053	49.37790
28.29577	25.60885
9.20738	18.62729
41.74555	38.60977
10.38261	0.32250
-10.13979	-0.72097
-7.55010	1.37778
-0.02603	0.74438
-55.79470	-48.11822
10.88811	7.54096
16.61194	14.60384
-19.41774	-17.38263
-56.03636	-66.69239
-35.44011	-37.83464
-5.85668	13.37443
-63.90726	-79.28623
4.24608	-11.61980
20.65962	15.05391
-11.53079	8.34153
-37.09036	-30.24952
-63.24889	-49.53930
1.40011	13.43541
-16.58847	-10.63254
3.20984	-5.54312
9.41165	4.86980
10.19318	4.92459
-40.74749	-44.73324
-1.77615	13.05527
3.12647	18.48328
-13.39193	-2.17825
21.96628	20.02500
-2.38548	8.19300
-6.14658	-18.73932
-5.86980	-13.92399
-39.09156	-44.47757
-70.26448	-79.84017
-16.20029	-19.81708
-52.61297	-55.93286
-15.91579	-12.05575
-6.45503	-15.33486
-23.38957	-27.15871
-15.35157	14.69235
-33.29963	-33.54273
-17.98085	-19.38213
-13.48544	-1.55286
17.68708	27.51116
44.66720	66.30073
9.74926	19.98363
-12.57277	-16.42679
8.99175	21.09172
-12.17337	-2.69102
-13.46041	8.96011
-6.17249	-9.60756
-11.56756	-9.65264
-5.12776	-17.50346
-6.77057	-13.44204
-8.93001	-17.40342
-4.89956	-9.78535
13.70023	15.26658
-102.42007	-114.33755
-31.74598	-36.91717
-65.57413	-70.20458
-5.40498	-3.27817
19.03215	10.04634
-21.95865	-19.23456
5.42830	2.62802
6.84728	14.71179
-7.10642	10.48533
11.67194	-20.13892
-1.71474	-4.72029
-16.70483	-22.09350
-15.03806	-19.36754
-11.18525	-20.47202
-1.83410	-12.58337
-8.31252	-11.70730
-20.12061	-13.62262
-7.99935	5.31517
6.60686	14.07480
-15.58070	-15.86758
-4.62745	-8.21306
-2.41540	8.20492
-20.00581	-3.86098
-1.08309	-8.06679
-47.35113	-45.93432
-13.33313	-4.81193
-34.54657	-35.05578
5.15031	4.39683
-36.56773	-49.36919
-18.90354	-19.58749
-22.22161	-33.56562
-5.61437	-12.16928
-45.99844	-57.15134
-17.50209	-24.14931
34.32648	28.57348
26.35559	23.66271
85.30872	57.70168
25.26500	15.91457
24.02327	31.07657
14.79711	27.20938
4.54871	28.86186
-2.23982	12.07682
4.09755	6.12236
-12.99743	4.94264
8.04657	9.82647
-1.73737	-1.17062
11.33870	17.51341
12.09894	14.55953
4.59677	-1.89885
-75.71588	-78.88445
2.17604	7.32707
7.76507	5.67810
11.58095	-2.48450
-4.48439	4.12562
3.68706	5.22172
1.31386	4.93320
20.01768	19.92787
13.70427	22.53090
-2.76357	-14.33444
4.84014	4.54213
3.66395	3.69390
10.68944	17.05523
11.55543	17.31336
6.38879	7.22459
6.11517	9.22875
27.42017	25.94553
18.32412	-0.94823
-0.32181	-0.27778
-8.22026	0.68111
-6.05175	-13.88483
-20.21489	-23.03655
12.88151	2.65837
-8.72892	-8.27009
2.82537	6.63467
27.19071	28.50538
5.13389	9.16159
0.01168	7.01082
15.86511	17.43862
9.66747	0.75224
9.49146	5.55909
-6.16886	-4.31405
1.53120	-3.68817
5.49464	28.44366
-12.72027	-24.39506
12.93727	34.72116
62.38981	94.38571
21.85539	38.71357
7.36549	-3.80076
0.26277	28.37423
-4.10528	-1.33006
-37.91143	-38.35623
-15.25064	-24.04973
-10.82715	-10.48666
-80.61056	-87.17464
-26.95077	-23.65301
-15.56019	-13.19417
13.76319	11.83570
-31.18322	-37.16962
-31.91361	-34.18605
0.13437	-9.61710
-1.54116	-4.85044
0.12730	-19.27160
14.31697	2.56713
7.31452	8.34100
6.33479	-7.13470
-56.28836	-61.22757
-23.03004	-11.58569
-8.80827	-3.91967
-21.28732	-17.68664
12.28900	2.09090
-2.30753	-9.61650
7.29157	9.26449
-5.36585	-22.15417
18.89558	27.20728
39.23662	45.74381
-22.68279	-16.85036
-5.36504	-0.47818
-74.31364	-79.51303
0.16394	-9.32918
