epoch61     epoch124
62.90817	85.31390
26.57889	23.79506
34.54577	31.03229
49.37790	50.61807
25.60885	29.15455
18.62729	17.56196
38.60977	16.94848
0.32250	9.32084
-0.72097	6.67024
1.37778	0.67430
0.74438	-2.30416
-48.11822	-33.10740
7.54096	18.47238
14.60384	15.12779
-17.38263	-17.92216
-66.69239	-87.11218
-37.83464	-52.20183
13.37443	20.95788
-79.28623	-72.57103
-11.61980	-1.03041
15.05391	19.99325
8.34153	-3.66017
-30.24952	-30.79828
-49.53930	-55.88380
13.43541	-8.60947
-10.63254	-11.36618
-5.54312	0.75437
4.86980	26.27219
4.92459	-6.16645
-44.73324	-42.11082
13.05527	8.40486
18.48328	18.67158
-2.17825	-1.82556
20.02500	17.62591
8.19300	15.54312
-18.73932	6.57565
-13.92399	-2.55673
-44.47757	-39.62052
-79.84017	-119.13923
-19.81708	-10.24291
-55.93286	-66.14751
-12.05575	-15.67237
-15.33486	-10.58128
-27.15871	-27.81286
14.69235	9.68828
-33.54273	-41.50795
-19.38213	-34.06279
-1.55286	5.85041
27.51116	17.72776
66.30073	63.79656
19.98363	20.23986
-16.42679	-23.42223
21.09172	37.64175
-2.69102	-11.34043
8.96011	10.98512
-9.60756	0.56081
-9.65264	-5.15417
-17.50346	-21.90979
-13.44204	-3.84963
-17.40342	-10.88048
-9.78535	6.38346
15.26658	11.37296
-114.33755	-157.90717
-36.91717	-32.06672
-70.20458	-92.55585
-3.27817	-15.94628
10.04634	14.56473
-19.23456	-13.99150
2.62802	2.26832
14.71179	11.47310
10.48533	3.37573
-20.13892	-7.55663
-4.72029	-4.41180
-22.09350	-20.14396
-19.36754	-10.99533
-20.47202	2.40732
-12.58337	-2.71948
-11.70730	4.32779
-13.62262	-16.83832
5.31517	-9.37294
14.07480	22.59945
-15.86758	-18.17033
-8.21306	-11.34987
8.20492	-11.58975
-3.86098	-6.63501
-8.06679	-6.30018
-45.93432	-46.10021
-4.81193	-7.74141
-35.05578	-24.36774
4.39683	9.67280
-49.36919	-43.29888
-19.58749	-24.21138
-33.56562	-30.22113
-12.16928	-6.08228
-57.15134	-80.88002
-24.14931	-10.41473
28.57348	40.24997
23.66271	8.78437
57.70168	56.08038
15.91457	22.95387
31.07657	10.82999
27.20938	3.82658
28.86186	25.68725
12.07682	3.60294
6.12236	9.83184
4.94264	-5.18406
9.82647	12.42594
-1.17062	5.78828
17.51341	11.03276
14.55953	14.44254
-1.89885	6.89481
-78.88445	-90.62632
7.32707	12.15891
5.67810	3.72964
-2.48450	1.38695
4.12562	-1.69964
5.22172	12.36674
4.93320	8.53983
19.92787	27.83045
22.53090	26.38195
-14.33444	-20.08711
4.54213	7.83029
3.69390	0.99704
17.05523	13.85938
17.31336	20.77820
7.22459	10.84494
9.22875	15.49036
25.94553	21.82227
-0.94823	20.73066
-0.27778	1.60916
0.68111	7.99873
-13.88483	-2.28042
-23.03655	-23.87007
2.65837	12.38375
-8.27009	1.12858
6.63467	11.20553
28.50538	38.52996
9.16159	-2.43169
7.01082	-8.11295
17.43862	16.96009
0.75224	18.72768
5.55909	-5.36534
-4.31405	2.81919
-3.68817	-2.88827
28.44366	18.13472
-24.39506	-9.52489
34.72116	25.48134
94.38571	61.45314
38.71357	30.24827
-3.80076	-1.72629
28.37423	14.07212
-1.33006	9.75985
-38.35623	-30.59697
-24.04973	-14.64430
-10.48666	-20.34211
-87.17464	-100.84217
-23.65301	-12.83814
-13.19417	-14.86450
11.83570	11.94424
-37.16962	-30.42182
-34.18605	-35.92149
-9.61710	9.55213
-4.85044	-11.27497
-19.27160	-0.88782
2.56713	1.84953
8.34100	11.22593
-7.13470	-1.02439
-61.22757	-59.23680
-11.58569	-38.40394
-3.91967	6.87683
-17.68664	-22.95214
2.09090	8.09947
-9.61650	2.35000
9.26449	21.38214
-22.15417	-20.68619
27.20728	18.25671
45.74381	46.32415
-16.85036	-7.28100
-0.47818	-6.90605
-79.51303	-97.82059
-9.32918	-10.61648
-26.49708	-29.96520
-48.94564	-50.99745
-11.83481	1.11727
40.02801	43.60915
-7.74775	4.67458
-105.54913	-102.84046
-31.94561	-40.89838
27.78352	13.00235
-31.07779	-31.92709
-17.90956	-18.23983
-24.95567	-17.71913
-7.79666	-12.74642
5.82561	-13.53146
-16.19491	-14.72967
-24.40870	-9.67143
56.75896	68.34705
-53.99845	-65.93510
-25.62627	-27.22199
-24.95512	-32.05198
-23.08631	-20.12516
-36.88150	-30.20012
-10.33677	-15.95674
-48.89780	-41.90643
-13.94374	-19.62751
-14.01334	-25.66555
-8.18815	-19.05394
-51.60074	-69.34888
-32.52956	-52.54717
-28.80209	-31.02477
-11.43415	-20.90916
-31.55172	-43.62695
-53.43170	-57.98460
-23.00853	-34.61049
-6.99427	-21.44694
-87.56217	-84.81460
-38.53971	-43.42052
-48.46994	-50.38282
-34.14173	-35.84310
-29.34041	-17.33614
-46.52715	-48.22139
-20.50843	-25.21086
-22.87621	-34.35407
-16.04717	-14.66909
-2.86884	2.34545
-16.93736	-19.20745
-32.04167	-25.93406
-51.18660	-59.95255
-52.94280	-47.52828
-60.69844	-61.57023
-11.11671	-22.01666
-22.56749	-25.85542
-20.68897	-16.67488
-23.73046	-41.04136
-53.58393	-59.32550
-110.05866	-121.28734
-26.44967	-46.11894
-65.49127	-83.61435
-18.08568	-26.61482
-36.44151	-32.77211
26.47376	20.34977
22.71741	13.94788
28.39692	23.47824
10.14500	21.90890
14.84275	5.47224
45.74837	49.53463
11.64596	8.52086
7.85416	15.74856
18.06325	19.41585
6.92013	6.80320
10.91625	18.64423
13.13097	11.41754
8.88788	12.14850
9.32280	20.02773
28.73056	22.25638
28.12068	28.63506
23.73663	32.69695
18.73229	20.06894
8.41519	3.80221
9.29194	-1.24806
-29.08923	-28.29232
12.87657	9.12846
19.62093	17.87382
26.34496	39.01139
-1.48188	0.13853
18.65451	19.21550
